slot,avg_reward_offload,avg_reward_offload_only,avg_reward_local
392,19.309136260340317,19.634456937095567,5.379802317159469
393,19.333672984003684,19.62849423602611,5.3809845387870485
394,19.358085155770283,19.65209417111245,5.387272315744552
395,19.352855105798202,19.646117009709123,5.39479407864151
396,19.37342693002665,19.66961688761401,5.394035546667158
397,19.345681191311325,19.663625700030092,5.393280836012577
398,19.369817843242814,19.68690017982912,5.392529917873848
399,19.31250000403669,19.6287876480501,5.391782763735813
400,19.304018997777256,19.570965678929973,5.39103934536847
401,19.32807897199737,19.565280266804958,5.36762029463189
402,19.353263025947737,19.50852583828057,5.366940680507926
403,19.377081402211,19.452053069451086,5.366884786553311
404,19.32045496309662,19.475573157546613,5.366210357420254
405,19.345471293212537,19.498971911873767,5.343701196043908
406,19.339494920980314,19.523486928494872,5.343087191661529
407,19.363051121813392,19.519233190136898,5.342476204499703
408,19.386553615779643,19.542291120210198,5.342480957471023
409,19.37929814035458,19.566520405148665,5.343096934144195
410,19.37875160503675,19.51148011147757,5.342490393857985
411,19.37516636672776,19.45670765378541,5.341886805106015
412,19.371598532488235,19.452667624083986,5.341892942513035
413,19.366563706542255,19.398908138311384,5.3425043770754685
414,19.358238908942546,19.421922535706873,5.341905128379147
415,19.30195399590895,19.44482602034383,5.34130876762835
416,19.325090810005427,19.468881892073878,5.340715273996547
417,19.321685840820866,19.49162334715294,5.3407241472406755
418,19.34466474708695,19.436619463547313,5.341331064153493
419,19.3412293148983,19.46052268358668,5.340741766665771
420,19.33781024191055,19.483121602578247,5.340155275356563
421,19.33440741154982,19.505613163284814,5.340165394457375
422,19.357138362375633,19.52793841327713,5.340767882661974
423,19.35370592809116,19.550217680999978,5.340185489125653
424,19.35028968453444,19.572391857837346,5.339605842728655
425,19.343392683316548,19.518103876995372,5.339617159373524
426,19.335325245484654,19.54142304315276,5.340215277348699
427,19.354444618446667,19.563462025862105,5.3396396336471765
428,19.351058576487784,19.585402929213,5.339066679869492
429,19.343060998221528,19.531590801172875,5.33849639720499
430,19.336844804040233,19.55349888921676,5.338510162366835
431,19.359095439436988,19.57524684692169,5.339103910056931
432,19.381243062632834,19.59810986037799,5.338537501507721
433,19.40328838733817,19.619654337975366,5.337973709164281
434,19.399836613772976,19.642314509224374,5.337988551808599
435,19.392984263320464,19.59026321150202,5.337428613567196
436,19.38957195689093,19.611735242347294,5.337444638345249
437,19.41139643447251,19.634253167788245,5.338032672163219
438,19.403425432339617,19.655531513660975,5.337476468383847
439,19.421867054362224,19.676712919461394,5.336922798562468
440,19.39672273982968,19.698872364326352,5.336371645422094
441,19.41833304803878,19.64740099842085,5.336389885266485
442,19.366481615803398,19.64093881384704,5.335842431717914
443,19.36179929932709,19.63507262107718,5.335297449742926
444,19.358518712301677,19.6560615761199,5.334754922641699
445,19.307151254521223,19.676951479679275,5.334776631617332
446,19.328720127627776,19.698868782774262,5.335358781359891
447,19.322210830176548,19.648088315698704,5.336497610521945
448,19.31904790122536,19.668860816467333,5.342126786971769
449,19.336709927058408,19.689540789392893,5.348844474885069
450,19.33352883535393,19.710128851327674,5.348279076978209
451,19.301956521787293,19.731729604783805,5.348270510104196
452,19.296957094563865,19.68143816760508,5.348815078481837
453,19.292531616246507,19.677267697956502,5.3482534898247
454,19.308956210704693,19.673666261213864,5.347694375126403
455,19.33009447982412,19.697355057694804,5.347687168624583
456,19.32371064141865,19.71765048226136,5.348228239344262
457,19.334057855273365,19.73780194435716,5.349313988091426
458,19.329053832481936,19.75792043063595,5.348757440992533
459,19.279317331757575,19.77795582982856,5.3482033189354645
460,19.27201467994998,19.797904118589898,5.347651606104732
461,19.26636836647271,19.81884590718307,5.347644586171312
462,19.259125355939794,19.83856024214597,5.34817872216834
463,19.251913632709392,19.859323759247257,5.349250507685899
464,19.268071787596366,19.87892019222311,5.354658089910807
465,19.28416044504296,19.898436855594767,5.3540984282482
466,19.304852951942102,19.918938211398306,5.353541168566976
467,19.32186461050382,19.93828110315129,5.333512172488675
468,19.342388123430187,19.957545820153197,5.333001281985062
469,19.3581811071761,19.977790005312876,5.332492570118993
470,19.352461780352883,19.996884215216557,5.3319860229842675
471,19.345174382730615,20.01584384248795,5.33148162679279
472,19.339506846962678,20.035835844220056,5.33150902889026
473,19.33227765172653,19.98502012361917,5.331007773896407
474,19.326661237904876,20.003937947535675,5.33050863390253
475,19.324453351965705,20.022776117456743,5.330537911340205
476,19.298234784875017,20.04148219422688,5.331092275847469
477,19.3138554614272,20.060162668997982,5.3321684249899235
478,19.308322425246242,20.07876937609222,5.331671033759397
479,19.285462396508866,20.09729400925287,5.331697639987036
480,19.309772201224565,20.116783123108682,5.332244968688726
481,19.31202344126369,20.135151700108544,5.333309772115149
482,19.307058795466318,20.154429121187245,5.332814140672583
483,19.304156434937493,20.106490344538827,5.33649023698598
484,19.320572015650978,20.058749662008786,5.3375396691756745
485,19.313560727990385,20.077086402210917,5.342737254723855
486,19.31066290480531,20.096376489161187,5.348942257615458
487,19.307776982331468,20.048950664748126,5.35614847199416
488,19.324050589950183,20.04432620727282,5.356636723930234
489,19.32370533037982,20.062490915765192,5.357634226369637
490,19.320810459624035,20.081653319324943,5.362737766030195
491,19.316678901492008,20.07699051300615,5.368838847280731
492,19.33621180750532,20.09497807021558,5.375931387550573
493,19.34324258958548,20.112943771209142,5.384009353620538
494,19.362642642359685,20.13083673657115,5.38949600557029
495,19.35969835148632,20.083097672456866,5.395465539734388
496,19.355530039117998,20.10199096073829,5.383579520501052
497,19.350126754331573,20.119802183473315,5.367717187461815
